켜짐,켜줘,켜,켜기,켜주세요,on,표시,표시해줘,보여줘,보이게,보이게해줘
꺼짐,꺼줘,꺼,꺼기,꺼주세요,off,숨겨줘,안보여줘,안보이게,보이지않게,숨김
